Title,Console,Genre,Publisher,Developer,Critic_score,Total Global sales,release_date,last_update,Region,Sales
The Simpsons: Hit & Run,PS2,Racing,VU Games,Radical Entertainment,7.7,4700000,16-09-2003 00:00,,European & African sales,2190000
The Simpsons: Hit & Run,PS2,Racing,VU Games,Radical Entertainment,7.7,4700000,16-09-2003 00:00,,Rest of world sales,790000
The Simpsons: Hit & Run,XB,Racing,VU Games,Radical Entertainment,,1350000,16-09-2003 00:00,,North American sales,700000
The Simpsons: Hit & Run,XB,Racing,VU Games,Radical Entertainment,,1350000,16-09-2003 00:00,,European & African sales,580000
The Simpsons: Hit & Run,XB,Racing,VU Games,Radical Entertainment,,1350000,16-09-2003 00:00,,Rest of world sales,70000
The Simpsons: Hit & Run,GC,Racing,VU Games,Radical Entertainment,8.2,990000,16-09-2003 00:00,,North American sales,770000
The Simpsons: Hit & Run,GC,Racing,VU Games,Radical Entertainment,8.2,990000,16-09-2003 00:00,,European & African sales,200000
The Simpsons: Hit & Run,GC,Racing,VU Games,Radical Entertainment,8.2,990000,16-09-2003 00:00,,Rest of world sales,30000
The Simpsons: Road Rage,PS2,Racing,Electronic Arts,Radical Entertainment,6.1,3610000,24-11-2001 00:00,,North American sales,2020000
The Simpsons: Road Rage,PS2,Racing,Electronic Arts,Radical Entertainment,6.1,3610000,24-11-2001 00:00,,European & African sales,1170000
The Simpsons: Road Rage,PS2,Racing,Electronic Arts,Radical Entertainment,6.1,3610000,24-11-2001 00:00,,Rest of world sales,420000
The Simpsons: Road Rage,XB,Racing,Electronic Arts,Radical Entertainment,,1050000,01-12-2001 00:00,,North American sales,780000
The Simpsons: Road Rage,XB,Racing,Electronic Arts,Radical Entertainment,,1050000,01-12-2001 00:00,,European & African sales,260000
The Simpsons: Road Rage,XB,Racing,Electronic Arts,Radical Entertainment,,1050000,01-12-2001 00:00,,Rest of world sales,10000
The Simpsons: Road Rage,GC,Racing,Electronic Arts,Radical Entertainment,6,240000,17-12-2001 00:00,,North American sales,190000
The Simpsons: Road Rage,GC,Racing,Electronic Arts,Radical Entertainment,6,240000,17-12-2001 00:00,,European & African sales,50000
The Simpsons: Road Rage,GC,Racing,Electronic Arts,Radical Entertainment,6,240000,17-12-2001 00:00,,Rest of world sales,10000
The Simpsons: Road Rage,GBA,Racing,THQ,Altron,,1190000,30-06-2003 00:00,,North American sales,860000
The Simpsons: Road Rage,GBA,Racing,THQ,Altron,,1190000,30-06-2003 00:00,,European & African sales,320000
The Simpsons: Road Rage,GBA,Racing,THQ,Altron,,1190000,30-06-2003 00:00,,Rest of world sales,20000
The Sims,PS2,Simulation,Electronic Arts,Edge of Reality,,2770000,12-01-2003 00:00,,North American sales,1410000
The Sims,PS2,Simulation,Electronic Arts,Edge of Reality,,2770000,12-01-2003 00:00,,European & African sales,1120000
The Sims,PS2,Simulation,Electronic Arts,Edge of Reality,,2770000,12-01-2003 00:00,,Rest of world sales,240000
The Sims,PC,Simulation,Maxis,Maxis,8.9,50000,31-01-2000 00:00,,North American sales,10000
The Sims,PC,Simulation,Maxis,Maxis,8.9,50000,31-01-2000 00:00,,European & African sales,30000
The Sims 2,PSP,Simulation,Electronic Arts,Maxis,6.2,1380000,07-12-2005 00:00,,North American sales,490000
The Sims 2,PSP,Simulation,Electronic Arts,Maxis,6.2,1380000,07-12-2005 00:00,,European & African sales,560000
The Sims 2,PSP,Simulation,Electronic Arts,Maxis,6.2,1380000,07-12-2005 00:00,,Rest of world sales,330000
The Sims 2,GC,Simulation,Electronic Arts,Maxis,7.6,330000,24-10-2005 00:00,,North American sales,260000
The Sims 2,GC,Simulation,Electronic Arts,Maxis,7.6,330000,24-10-2005 00:00,,European & African sales,70000
The Sims 2,GC,Simulation,Electronic Arts,Maxis,7.6,330000,24-10-2005 00:00,,Rest of world sales,10000
The Sims 2,PC,Simulation,Electronic Arts,Maxis,8.9,290000,14-09-2004 00:00,,North American sales,20000
The Sims 2,PC,Simulation,Electronic Arts,Maxis,8.9,290000,14-09-2004 00:00,,European & African sales,240000
The Sims 2,PC,Simulation,Electronic Arts,Maxis,8.9,290000,14-09-2004 00:00,,Rest of world sales,30000
The Sims 2: Castaway,Wii,Simulation,Electronic Arts,Maxis,,1210000,23-10-2007 00:00,,North American sales,440000
The Sims 2: Castaway,Wii,Simulation,Electronic Arts,Maxis,,1210000,23-10-2007 00:00,,European & African sales,630000
The Sims 2: Castaway,Wii,Simulation,Electronic Arts,Maxis,,1210000,23-10-2007 00:00,,Rest of world sales,140000
The Sims 2: Nightlife,PC,Simulation,Electronic Arts,Maxis,7.5,1270000,13-09-2005 00:00,,North American sales,1220000
The Sims 2: Nightlife,PC,Simulation,Electronic Arts,Maxis,7.5,1270000,13-09-2005 00:00,,European & African sales,50000
The Sims 2: Pets,DS,Simulation,Electronic Arts,Maxis,4.8,2070000,31-10-2006 00:00,,North American sales,920000
The Sims 2: Pets,DS,Simulation,Electronic Arts,Maxis,4.8,2070000,31-10-2006 00:00,,European & African sales,930000
The Sims 2: Pets,DS,Simulation,Electronic Arts,Maxis,4.8,2070000,31-10-2006 00:00,,Rest of world sales,220000
The Sims 2: Pets,PSP,Simulation,Electronic Arts,Maxis,5.8,800000,14-12-2006 00:00,,North American sales,190000
The Sims 2: Pets,PSP,Simulation,Electronic Arts,Maxis,5.8,800000,14-12-2006 00:00,,European & African sales,390000
The Sims 2: Pets,PSP,Simulation,Electronic Arts,Maxis,5.8,800000,14-12-2006 00:00,,Rest of world sales,220000
The Sims 2: Pets,GC,Simulation,Electronic Arts,Maxis,6.9,270000,17-10-2006 00:00,,North American sales,210000
The Sims 2: Pets,GC,Simulation,Electronic Arts,Maxis,6.9,270000,17-10-2006 00:00,,European & African sales,50000
The Sims 2: Pets,GC,Simulation,Electronic Arts,Maxis,6.9,270000,17-10-2006 00:00,,Rest of world sales,10000
The Sims 3,PC,Simulation,Electronic Arts,EA Redwood Shores,8.5,7960000,02-06-2009 00:00,,North American sales,1010000
The Sims 3,PC,Simulation,Electronic Arts,EA Redwood Shores,8.5,7960000,02-06-2009 00:00,,European & African sales,6460000
The Sims 3,PC,Simulation,Electronic Arts,EA Redwood Shores,8.5,7960000,02-06-2009 00:00,,Rest of world sales,500000
The Sims 3,X360,Simulation,Electronic Arts,The Sims Studio,8,2310000,26-10-2010 00:00,,North American sales,1280000
The Sims 3,X360,Simulation,Electronic Arts,The Sims Studio,8,2310000,26-10-2010 00:00,,European & African sales,820000
The Sims 3,X360,Simulation,Electronic Arts,The Sims Studio,8,2310000,26-10-2010 00:00,,Rest of world sales,200000
The Sims 3,PS3,Simulation,Electronic Arts,The Sims Studio,8.1,2030000,26-10-2010 00:00,,North American sales,730000
The Sims 3,PS3,Simulation,Electronic Arts,The Sims Studio,8.1,2030000,26-10-2010 00:00,,Japanese sales,20000
The Sims 3,PS3,Simulation,Electronic Arts,The Sims Studio,8.1,2030000,26-10-2010 00:00,,European & African sales,960000
The Sims 3,PS3,Simulation,Electronic Arts,The Sims Studio,8.1,2030000,26-10-2010 00:00,,Rest of world sales,310000
The Sims 3,Wii,Simulation,Electronic Arts,The Sims Studio,,1460000,15-11-2010 00:00,,North American sales,610000
The Sims 3,Wii,Simulation,Electronic Arts,The Sims Studio,,1460000,15-11-2010 00:00,,European & African sales,700000
The Sims 3,Wii,Simulation,Electronic Arts,The Sims Studio,,1460000,15-11-2010 00:00,,Rest of world sales,150000
The Sims 3,3DS,Simulation,Electronic Arts,The Sims Studio,5.6,770000,27-03-2011 00:00,,North American sales,300000
The Sims 3,3DS,Simulation,Electronic Arts,The Sims Studio,5.6,770000,27-03-2011 00:00,,Japanese sales,30000
The Sims 3,3DS,Simulation,Electronic Arts,The Sims Studio,5.6,770000,27-03-2011 00:00,,European & African sales,380000
The Sims 3,3DS,Simulation,Electronic Arts,The Sims Studio,5.6,770000,27-03-2011 00:00,,Rest of world sales,70000
The Sims 3,DS,Simulation,Electronic Arts,The Sims Studio,7.5,670000,26-10-2010 00:00,,North American sales,380000
The Sims 3,DS,Simulation,Electronic Arts,The Sims Studio,7.5,670000,26-10-2010 00:00,,European & African sales,230000
The Sims 3,DS,Simulation,Electronic Arts,The Sims Studio,7.5,670000,26-10-2010 00:00,,Rest of world sales,60000
The Sims 3: Ambitions,PC,Simulation,Electronic Arts,EA Redwood Shores,7.9,450000,01-06-2010 00:00,,European & African sales,290000
The Sims 3: Ambitions,PC,Simulation,Electronic Arts,EA Redwood Shores,7.9,450000,01-06-2010 00:00,,Rest of world sales,160000
The Sims 3: Generations,PC,Simulation,Electronic Arts,The Sims Studio,6.5,630000,31-05-2011 00:00,,North American sales,400000
The Sims 3: Generations,PC,Simulation,Electronic Arts,The Sims Studio,6.5,630000,31-05-2011 00:00,,European & African sales,230000
The Sims 3: Late Night Expansion Pack,PC,Simulation,Electronic Arts,The Sims Studio,7.5,1690000,26-10-2010 00:00,,North American sales,590000
The Sims 3: Late Night Expansion Pack,PC,Simulation,Electronic Arts,The Sims Studio,7.5,1690000,26-10-2010 00:00,,European & African sales,880000
The Sims 3: Late Night Expansion Pack,PC,Simulation,Electronic Arts,The Sims Studio,7.5,1690000,26-10-2010 00:00,,Rest of world sales,220000
The Sims 3: Pets,PC,Simulation,Electronic Arts,The Sims Studio,7.5,540000,18-10-2011 00:00,,North American sales,540000
The Sims 3: World Adventures,PC,Simulation,Electronic Arts,EA Redwood Shores,8.2,570000,16-11-2009 00:00,,North American sales,20000
The Sims 3: World Adventures,PC,Simulation,Electronic Arts,EA Redwood Shores,8.2,570000,16-11-2009 00:00,,European & African sales,180000
The Sims 3: World Adventures,PC,Simulation,Electronic Arts,EA Redwood Shores,8.2,570000,16-11-2009 00:00,,Rest of world sales,370000
The Sims 4,PC,Simulation,Electronic Arts,Maxis,7,4100000,02-09-2014 00:00,29-12-2017 00:00,North American sales,1200000
The Sims 4,PC,Simulation,Electronic Arts,Maxis,7,4100000,02-09-2014 00:00,29-12-2017 00:00,European & African sales,2600000
The Sims 4,PC,Simulation,Electronic Arts,Maxis,7,4100000,02-09-2014 00:00,29-12-2017 00:00,Rest of world sales,300000
The Sims 4,PS4,Simulation,Electronic Arts,Maxis,,1390000,17-11-2017 00:00,29-12-2017 00:00,North American sales,440000
The Sims 4,PS4,Simulation,Electronic Arts,Maxis,,1390000,17-11-2017 00:00,29-12-2017 00:00,Japanese sales,10000
The Sims 4,PS4,Simulation,Electronic Arts,Maxis,,1390000,17-11-2017 00:00,29-12-2017 00:00,European & African sales,720000
The Sims 4,PS4,Simulation,Electronic Arts,Maxis,,1390000,17-11-2017 00:00,29-12-2017 00:00,Rest of world sales,220000
The Sims Medieval: Pirates and Nobles,PC,Simulation,Electronic Arts,The Sims Studio,5.5,150000,30-08-2011 00:00,,North American sales,50000
The Sims Medieval: Pirates and Nobles,PC,Simulation,Electronic Arts,The Sims Studio,5.5,150000,30-08-2011 00:00,,European & African sales,80000
The Sims Medieval: Pirates and Nobles,PC,Simulation,Electronic Arts,The Sims Studio,5.5,150000,30-08-2011 00:00,,Rest of world sales,10000
The Sims: Bustin' Out,GBA,Simulation,Electronic Arts,Griptonite Games,,1330000,02-12-2003 00:00,,North American sales,930000
The Sims: Bustin' Out,GBA,Simulation,Electronic Arts,Griptonite Games,,1330000,02-12-2003 00:00,,European & African sales,350000
The Sims: Bustin' Out,GBA,Simulation,Electronic Arts,Griptonite Games,,1330000,02-12-2003 00:00,,Rest of world sales,60000
The Sims: Bustin' Out,PS2,Simulation,Electronic Arts,Maxis,,2430000,15-12-2003 00:00,,North American sales,1070000
The Sims: Bustin' Out,PS2,Simulation,Electronic Arts,Maxis,,2430000,15-12-2003 00:00,,European & African sales,1190000
The Sims: Bustin' Out,PS2,Simulation,Electronic Arts,Maxis,,2430000,15-12-2003 00:00,,Rest of world sales,180000
The Sims: Bustin' Out,GC,Simulation,Electronic Arts,Maxis,7.9,660000,15-12-2003 00:00,,North American sales,430000
The Sims: Bustin' Out,GC,Simulation,Electronic Arts,Maxis,7.9,660000,15-12-2003 00:00,,European & African sales,200000
The Sims: Bustin' Out,GC,Simulation,Electronic Arts,Maxis,7.9,660000,15-12-2003 00:00,,Rest of world sales,30000
The Sims: Hot Date,PC,Simulation,Electronic Arts,Maxis,,1820000,21-11-2001 00:00,,North American sales,1810000
The Sims: House Party,PC,Simulation,Maxis,Maxis,,2160000,26-03-2001 00:00,,North American sales,1230000
The Sims: House Party,PC,Simulation,Maxis,Maxis,,2160000,26-03-2001 00:00,,European & African sales,830000
The Sims: House Party,PC,Simulation,Maxis,Maxis,,2160000,26-03-2001 00:00,,Rest of world sales,100000
The Sims: Livin Large,PC,Misc,Electronic Arts,Maxis,,2990000,27-08-2000 00:00,,North American sales,1670000
The Sims: Livin Large,PC,Misc,Electronic Arts,Maxis,,2990000,27-08-2000 00:00,,European & African sales,1180000
The Sims: Livin Large,PC,Misc,Electronic Arts,Maxis,,2990000,27-08-2000 00:00,,Rest of world sales,130000
The Sims: Makin' Magic,PC,Simulation,Electronic Arts,Maxis,,1920000,28-10-2003 00:00,,North American sales,1030000
The Sims: Makin' Magic,PC,Simulation,Electronic Arts,Maxis,,1920000,28-10-2003 00:00,,European & African sales,800000
The Sims: Makin' Magic,PC,Simulation,Electronic Arts,Maxis,,1920000,28-10-2003 00:00,,Rest of world sales,90000
The Sims: Medieval,PC,Simulation,Electronic Arts,The Sims Studio,7.2,700000,22-03-2011 00:00,,North American sales,290000
The Sims: Medieval,PC,Simulation,Electronic Arts,The Sims Studio,7.2,700000,22-03-2011 00:00,,European & African sales,320000
The Sims: Medieval,PC,Simulation,Electronic Arts,The Sims Studio,7.2,700000,22-03-2011 00:00,,Rest of world sales,90000
The Sims: Superstar,PC,Simulation,Electronic Arts,Maxis,,1680000,12-05-2003 00:00,,North American sales,1670000
The Sims: Unleashed,PC,Simulation,Electronic Arts,Maxis,7.3,3760000,23-09-2002 00:00,,North American sales,2030000
The Sims: Unleashed,PC,Simulation,Electronic Arts,Maxis,7.3,3760000,23-09-2002 00:00,,European & African sales,1560000
The Sims: Unleashed,PC,Simulation,Electronic Arts,Maxis,7.3,3760000,23-09-2002 00:00,,Rest of world sales,170000
The Sims: Vacation,PC,Simulation,Electronic Arts,Maxis,,3070000,25-03-2002 00:00,,North American sales,1720000
The Sims: Vacation,PC,Simulation,Electronic Arts,Maxis,,3070000,25-03-2002 00:00,,European & African sales,1210000
The Sims: Vacation,PC,Simulation,Electronic Arts,Maxis,,3070000,25-03-2002 00:00,,Rest of world sales,140000
The Sky Crawlers: Innocent Aces,Wii,Simulation,Xseed Games,Project ACES,7.3,120000,12-01-2010 00:00,,North American sales,80000
The Sky Crawlers: Innocent Aces,Wii,Simulation,Xseed Games,Project ACES,7.3,120000,12-01-2010 00:00,,Japanese sales,10000
The Sky Crawlers: Innocent Aces,Wii,Simulation,Xseed Games,Project ACES,7.3,120000,12-01-2010 00:00,,European & African sales,20000
The Sky Crawlers: Innocent Aces,Wii,Simulation,Xseed Games,Project ACES,7.3,120000,12-01-2010 00:00,,Rest of world sales,10000
The Sly Collection,PS3,Platform,Sony Computer Interactive Entertainment,Sanzaru Games,8.7,690000,09-11-2010 00:00,12-04-2018 00:00,North American sales,520000
The Sly Collection,PS3,Platform,Sony Computer Interactive Entertainment,Sanzaru Games,8.7,690000,09-11-2010 00:00,12-04-2018 00:00,Japanese sales,10000
The Sly Collection,PS3,Platform,Sony Computer Interactive Entertainment,Sanzaru Games,8.7,690000,09-11-2010 00:00,12-04-2018 00:00,European & African sales,80000
The Sly Collection,PS3,Platform,Sony Computer Interactive Entertainment,Sanzaru Games,8.7,690000,09-11-2010 00:00,12-04-2018 00:00,Rest of world sales,80000
The SpongeBob SquarePants Movie,GBA,Action,THQ,WayForward,,1460000,27-10-2004 00:00,,North American sales,1020000
The SpongeBob SquarePants Movie,GBA,Action,THQ,WayForward,,1460000,27-10-2004 00:00,,European & African sales,380000
The SpongeBob SquarePants Movie,GBA,Action,THQ,WayForward,,1460000,27-10-2004 00:00,,Rest of world sales,60000
The SpongeBob SquarePants Movie,PS2,Platform,THQ,Heavy Iron Studios,6.6,1760000,27-10-2004 00:00,,North American sales,1060000
The SpongeBob SquarePants Movie,PS2,Platform,THQ,Heavy Iron Studios,6.6,1760000,27-10-2004 00:00,,European & African sales,540000
The SpongeBob SquarePants Movie,PS2,Platform,THQ,Heavy Iron Studios,6.6,1760000,27-10-2004 00:00,,Rest of world sales,160000
The SpongeBob SquarePants Movie,GC,Platform,THQ,Heavy Iron Studios,6.6,940000,27-10-2004 00:00,,North American sales,730000
The SpongeBob SquarePants Movie,GC,Platform,THQ,Heavy Iron Studios,6.6,940000,27-10-2004 00:00,,European & African sales,190000
The SpongeBob SquarePants Movie,GC,Platform,THQ,Heavy Iron Studios,6.6,940000,27-10-2004 00:00,,Rest of world sales,30000
The SpongeBob SquarePants Movie,XB,Platform,THQ,Heavy Iron Studios,6.8,540000,27-10-2004 00:00,,North American sales,400000
The SpongeBob SquarePants Movie,XB,Platform,THQ,Heavy Iron Studios,6.8,540000,27-10-2004 00:00,,European & African sales,120000
The SpongeBob SquarePants Movie,XB,Platform,THQ,Heavy Iron Studios,6.8,540000,27-10-2004 00:00,,Rest of world sales,20000
The Sum of All Fears,GC,Shooter,Ubisoft,Red Storm Entertainment,3.2,30000,09-01-2003 00:00,,North American sales,30000
The Sum of All Fears,GC,Shooter,Ubisoft,Red Storm Entertainment,3.2,30000,09-01-2003 00:00,,European & African sales,10000
The Tomb Raider Trilogy,PS3,Action,Square EA Enix,Crystal Dynamics,8.5,890000,22-03-2011 00:00,,North American sales,270000
The Tomb Raider Trilogy,PS3,Action,Square EA Enix,Crystal Dynamics,8.5,890000,22-03-2011 00:00,,European & African sales,480000
The Tomb Raider Trilogy,PS3,Action,Square EA Enix,Crystal Dynamics,8.5,890000,22-03-2011 00:00,,Rest of world sales,140000
The Typing of the Dead,DC,Shooter,Sega,Smilebit,8.6,50000,23-01-2001 00:00,,Japanese sales,50000
The Urbz: Sims in the City,PS2,Simulation,Electronic Arts,Maxis,,1760000,09-11-2004 00:00,,North American sales,520000
The Urbz: Sims in the City,PS2,Simulation,Electronic Arts,Maxis,,1760000,09-11-2004 00:00,,European & African sales,950000
The Urbz: Sims in the City,PS2,Simulation,Electronic Arts,Maxis,,1760000,09-11-2004 00:00,,Rest of world sales,290000
The Urbz: Sims in the City,GC,Simulation,Electronic Arts,Maxis,7.6,400000,09-11-2004 00:00,,North American sales,240000
The Urbz: Sims in the City,GC,Simulation,Electronic Arts,Maxis,7.6,400000,09-11-2004 00:00,,European & African sales,140000
The Urbz: Sims in the City,GC,Simulation,Electronic Arts,Maxis,7.6,400000,09-11-2004 00:00,,Rest of world sales,20000
The Walking Dead: A Telltale Games Series,PS3,Adventure,Telltale Games,Telltale Games,9.7,820000,20-11-2012 00:00,10-05-2018 00:00,North American sales,400000
The Walking Dead: A Telltale Games Series,PS3,Adventure,Telltale Games,Telltale Games,9.7,820000,20-11-2012 00:00,10-05-2018 00:00,Japanese sales,30000
The Walking Dead: A Telltale Games Series,PS3,Adventure,Telltale Games,Telltale Games,9.7,820000,20-11-2012 00:00,10-05-2018 00:00,European & African sales,250000
The Walking Dead: A Telltale Games Series,PS3,Adventure,Telltale Games,Telltale Games,9.7,820000,20-11-2012 00:00,10-05-2018 00:00,Rest of world sales,140000
The Warriors,PSP,Action,Rockstar Games,Rockstar Toronto / Leeds,8.1,280000,12-02-2007 00:00,,North American sales,230000
The Warriors,PSP,Action,Rockstar Games,Rockstar Toronto / Leeds,8.1,280000,12-02-2007 00:00,,European & African sales,20000
The Warriors,PSP,Action,Rockstar Games,Rockstar Toronto / Leeds,8.1,280000,12-02-2007 00:00,,Rest of world sales,30000
The Witcher 2: Assassins of Kings,PC,Role-Playing,Atari,CD Projekt Red Studio,8.8,980000,17-05-2011 00:00,,North American sales,270000
The Witcher 2: Assassins of Kings,PC,Role-Playing,Atari,CD Projekt Red Studio,8.8,980000,17-05-2011 00:00,,European & African sales,560000
The Witcher 2: Assassins of Kings,PC,Role-Playing,Atari,CD Projekt Red Studio,8.8,980000,17-05-2011 00:00,,Rest of world sales,140000
The Witcher: Enhanced Edition,PC,Role-Playing,Atari,CD Projekt Red Studio,8.3,330000,16-09-2008 00:00,,North American sales,320000
The Witcher: Enhanced Edition,PC,Role-Playing,Atari,CD Projekt Red Studio,8.3,330000,16-09-2008 00:00,,European & African sales,10000
The Wizard of Oz: Beyond The Yellow Brick Road,DS,Role-Playing,Xseed Games,Media.Vision,6.4,150000,29-09-2009 00:00,,North American sales,130000
The Wizard of Oz: Beyond The Yellow Brick Road,DS,Role-Playing,Xseed Games,Media.Vision,6.4,150000,29-09-2009 00:00,,Rest of world sales,10000
The Wonderful 101,WiiU,Action,Nintendo,PlatinumGames,8,360000,15-09-2013 00:00,14-03-2018 00:00,North American sales,150000
The Wonderful 101,WiiU,Action,Nintendo,PlatinumGames,8,360000,15-09-2013 00:00,14-03-2018 00:00,Japanese sales,80000
The Wonderful 101,WiiU,Action,Nintendo,PlatinumGames,8,360000,15-09-2013 00:00,14-03-2018 00:00,European & African sales,110000
The Wonderful 101,WiiU,Action,Nintendo,PlatinumGames,8,360000,15-09-2013 00:00,14-03-2018 00:00,Rest of world sales,20000
The World Ends with You: Final Remix,NS,Role-Playing,Nintendo,Square Enix,7.4,270000,12-10-2018 00:00,30-03-2019 00:00,North American sales,140000
The World Ends with You: Final Remix,NS,Role-Playing,Nintendo,Square Enix,7.4,270000,12-10-2018 00:00,30-03-2019 00:00,Japanese sales,30000
The World Ends with You: Final Remix,NS,Role-Playing,Nintendo,Square Enix,7.4,270000,12-10-2018 00:00,30-03-2019 00:00,European & African sales,80000
The World Ends with You: Final Remix,NS,Role-Playing,Nintendo,Square Enix,7.4,270000,12-10-2018 00:00,30-03-2019 00:00,Rest of world sales,20000
The World is Not Enough :007,PS,Shooter,Electronic Arts,Black Ops Entertainment,6.4,920000,06-11-2000 00:00,,North American sales,510000
The World is Not Enough :007,PS,Shooter,Electronic Arts,Black Ops Entertainment,6.4,920000,06-11-2000 00:00,,European & African sales,350000
The World is Not Enough :007,PS,Shooter,Electronic Arts,Black Ops Entertainment,6.4,920000,06-11-2000 00:00,,Rest of world sales,60000
The World is Not Enough :007,N64,Shooter,Electronic Arts,Eurocom Entertainment Software,7.4,1550000,17-10-2000 00:00,,North American sales,1130000
The World is Not Enough :007,N64,Shooter,Electronic Arts,Eurocom Entertainment Software,7.4,1550000,17-10-2000 00:00,,Japanese sales,20000
The World is Not Enough :007,N64,Shooter,Electronic Arts,Eurocom Entertainment Software,7.4,1550000,17-10-2000 00:00,,European & African sales,380000
The World is Not Enough :007,N64,Shooter,Electronic Arts,Eurocom Entertainment Software,7.4,1550000,17-10-2000 00:00,,Rest of world sales,30000
Theme Hospital,PC,Strategy,Electronic Arts,Bullfrog Productions,5.5,2400000,31-03-1997 00:00,,North American sales,2300000
Theme Hospital,PC,Strategy,Electronic Arts,Bullfrog Productions,5.5,2400000,31-03-1997 00:00,,European & African sales,100000
Theme Hospital,PS,Strategy,Electronic Arts,Krisalis Software,7.2,90000,31-03-1998 00:00,,North American sales,30000
Theme Hospital,PS,Strategy,Electronic Arts,Krisalis Software,7.2,90000,31-03-1998 00:00,,Japanese sales,30000
Theme Hospital,PS,Strategy,Electronic Arts,Krisalis Software,7.2,90000,31-03-1998 00:00,,European & African sales,20000
Theme Hospital,PS,Strategy,Electronic Arts,Krisalis Software,7.2,90000,31-03-1998 00:00,,Rest of world sales,10000
Theme Park Roller Coaster,PS2,Strategy,Electronic Arts,Bullfrog Productions,7.9,480000,04-12-2000 00:00,,North American sales,230000
Theme Park Roller Coaster,PS2,Strategy,Electronic Arts,Bullfrog Productions,7.9,480000,04-12-2000 00:00,,European & African sales,180000
Theme Park Roller Coaster,PS2,Strategy,Electronic Arts,Bullfrog Productions,7.9,480000,04-12-2000 00:00,,Rest of world sales,60000
Thor: God of Thunder,PS3,Action,Sega,Liquid Entertainment,3.7,150000,03-05-2011 00:00,,North American sales,70000
Thor: God of Thunder,PS3,Action,Sega,Liquid Entertainment,3.7,150000,03-05-2011 00:00,,European & African sales,60000
Thor: God of Thunder,PS3,Action,Sega,Liquid Entertainment,3.7,150000,03-05-2011 00:00,,Rest of world sales,20000
Thor: God of Thunder,X360,Action,Sega,Liquid Entertainment,3.8,140000,03-05-2011 00:00,,North American sales,90000
Thor: God of Thunder,X360,Action,Sega,Liquid Entertainment,3.8,140000,03-05-2011 00:00,,European & African sales,40000
Thor: God of Thunder,X360,Action,Sega,Liquid Entertainment,3.8,140000,03-05-2011 00:00,,Rest of world sales,10000
Thor: God of Thunder,Wii,Action,Sega,Red Fly Studio,6.4,150000,03-05-2011 00:00,,North American sales,100000
Thor: God of Thunder,Wii,Action,Sega,Red Fly Studio,6.4,150000,03-05-2011 00:00,,European & African sales,40000
Thor: God of Thunder,Wii,Action,Sega,Red Fly Studio,6.4,150000,03-05-2011 00:00,,Rest of world sales,10000
Thor: God of Thunder,DS,Action,Sega,WayForward Technologies,6.4,130000,03-05-2011 00:00,,North American sales,80000
Thor: God of Thunder,DS,Action,Sega,WayForward Technologies,6.4,130000,03-05-2011 00:00,,European & African sales,30000
Thor: God of Thunder,DS,Action,Sega,WayForward Technologies,6.4,130000,03-05-2011 00:00,,Rest of world sales,10000
Thor: God of Thunder,3DS,Action,Sega,WayForward Technologies,6,100000,13-09-2011 00:00,,North American sales,60000
Thor: God of Thunder,3DS,Action,Sega,WayForward Technologies,6,100000,13-09-2011 00:00,,European & African sales,30000
Thor: God of Thunder,3DS,Action,Sega,WayForward Technologies,6,100000,13-09-2011 00:00,,Rest of world sales,10000
Threads of Fate,PS,Role-Playing,Square EA Enix,SquareSoft,7.8,210000,14-07-2000 00:00,,North American sales,120000
Threads of Fate,PS,Role-Playing,Square EA Enix,SquareSoft,7.8,210000,14-07-2000 00:00,,European & African sales,80000
Threads of Fate,PS,Role-Playing,Square EA Enix,SquareSoft,7.8,210000,14-07-2000 00:00,,Rest of world sales,10000
Thrillville,PSP,Strategy,LucasArts,Frontier Developments,7.4,200000,21-11-2006 00:00,,North American sales,180000
Thrillville,PSP,Strategy,LucasArts,Frontier Developments,7.4,200000,21-11-2006 00:00,,Rest of world sales,20000
Tiger Woods 99 PGA Tour Golf,PS,Sports,EA Sports,EA Sports,,1530000,31-10-1998 00:00,,North American sales,850000
Tiger Woods 99 PGA Tour Golf,PS,Sports,EA Sports,EA Sports,,1530000,31-10-1998 00:00,,European & African sales,580000
Tiger Woods 99 PGA Tour Golf,PS,Sports,EA Sports,EA Sports,,1530000,31-10-1998 00:00,,Rest of world sales,100000
Tiger Woods PGA Tour,PSP,Sports,EA Sports,EA Canada,8,210000,23-03-2005 00:00,,North American sales,190000
Tiger Woods PGA Tour,PSP,Sports,EA Sports,EA Canada,8,210000,23-03-2005 00:00,,Rest of world sales,20000
Tiger Woods PGA Tour 06,X360,Sports,EA Sports,EA Sports,6.9,310000,16-11-2005 00:00,,North American sales,280000
Tiger Woods PGA Tour 06,X360,Sports,EA Sports,EA Sports,6.9,310000,16-11-2005 00:00,,Rest of world sales,20000
Tiger Woods PGA Tour 06,PSP,Sports,EA Sports,EA Sports,8,200000,26-09-2005 00:00,,North American sales,180000
Tiger Woods PGA Tour 06,PSP,Sports,EA Sports,EA Sports,8,200000,26-09-2005 00:00,,Rest of world sales,10000
Tiger Woods PGA Tour 07,PS2,Sports,EA Sports,EA Redwood Shores,7.8,720000,10-10-2006 00:00,,North American sales,600000
Tiger Woods PGA Tour 07,PS2,Sports,EA Sports,EA Redwood Shores,7.8,720000,10-10-2006 00:00,,European & African sales,20000
