Title,Console,Genre,Publisher,Developer,Critic_score,Total Global sales,release_date,last_update,Region,Sales
Madden NFL 08,X360,Sports,EA Sports,EA Tiburon,8.7,2370000,14-08-2007 00:00,,European & African sales,10000
Madden NFL 08,X360,Sports,EA Sports,EA Tiburon,8.7,2370000,14-08-2007 00:00,,Rest of world sales,180000
Madden NFL 08,PSP,Sports,EA Sports,EA Tiburon,7.3,710000,14-08-2007 00:00,,North American sales,600000
Madden NFL 08,PSP,Sports,EA Sports,EA Tiburon,7.3,710000,14-08-2007 00:00,,European & African sales,40000
Madden NFL 08,PSP,Sports,EA Sports,EA Tiburon,7.3,710000,14-08-2007 00:00,,Rest of world sales,70000
Madden NFL 08,GC,Sports,EA Sports,EA Tiburon,7.6,80000,14-08-2007 00:00,,North American sales,60000
Madden NFL 08,GC,Sports,EA Sports,EA Tiburon,7.6,80000,14-08-2007 00:00,,European & African sales,20000
Madden NFL 09,X360,Sports,EA Sports,EA Tiburon,8.5,2540000,12-08-2008 00:00,,North American sales,2210000
Madden NFL 09,X360,Sports,EA Sports,EA Tiburon,8.5,2540000,12-08-2008 00:00,,European & African sales,120000
Madden NFL 09,X360,Sports,EA Sports,EA Tiburon,8.5,2540000,12-08-2008 00:00,,Rest of world sales,200000
Madden NFL 09,PS3,Sports,EA Sports,EA Tiburon,8.6,1890000,12-08-2008 00:00,,North American sales,1560000
Madden NFL 09,PS3,Sports,EA Sports,EA Tiburon,8.6,1890000,12-08-2008 00:00,,European & African sales,150000
Madden NFL 09,PS3,Sports,EA Sports,EA Tiburon,8.6,1890000,12-08-2008 00:00,,Rest of world sales,180000
Madden NFL 09,PS2,Sports,EA Sports,EA Tiburon,,1490000,12-08-2008 00:00,,North American sales,1220000
Madden NFL 09,PS2,Sports,EA Sports,EA Tiburon,,1490000,12-08-2008 00:00,,Rest of world sales,270000
Madden NFL 09,PSP,Sports,EA Sports,EA Tiburon,6.9,710000,12-08-2008 00:00,,North American sales,650000
Madden NFL 09,PSP,Sports,EA Sports,EA Tiburon,6.9,710000,12-08-2008 00:00,,Rest of world sales,60000
Madden NFL 10,X360,Sports,EA Sports,EA Tiburon,8.6,2830000,14-08-2009 00:00,,North American sales,2520000
Madden NFL 10,X360,Sports,EA Sports,EA Tiburon,8.6,2830000,14-08-2009 00:00,,European & African sales,90000
Madden NFL 10,X360,Sports,EA Sports,EA Tiburon,8.6,2830000,14-08-2009 00:00,,Rest of world sales,220000
Madden NFL 10,PS3,Sports,EA Sports,EA Tiburon,8.5,2370000,14-08-2009 00:00,,North American sales,2030000
Madden NFL 10,PS3,Sports,EA Sports,EA Tiburon,8.5,2370000,14-08-2009 00:00,,European & African sales,130000
Madden NFL 10,PS3,Sports,EA Sports,EA Tiburon,8.5,2370000,14-08-2009 00:00,,Rest of world sales,210000
Madden NFL 10,Wii,Sports,EA Sports,EA Tiburon,7.5,720000,14-08-2009 00:00,,North American sales,620000
Madden NFL 10,Wii,Sports,EA Sports,EA Tiburon,7.5,720000,14-08-2009 00:00,,European & African sales,40000
Madden NFL 10,Wii,Sports,EA Sports,EA Tiburon,7.5,720000,14-08-2009 00:00,,Rest of world sales,60000
Madden NFL 10,PSP,Sports,EA Sports,EA Tiburon,8,670000,14-08-2009 00:00,,North American sales,500000
Madden NFL 10,PSP,Sports,EA Sports,EA Tiburon,8,670000,14-08-2009 00:00,,European & African sales,80000
Madden NFL 10,PSP,Sports,EA Sports,EA Tiburon,8,670000,14-08-2009 00:00,,Rest of world sales,90000
Madden NFL 11,X360,Sports,EA Sports,EA Tiburon,8.3,2690000,10-08-2010 00:00,,North American sales,2380000
Madden NFL 11,X360,Sports,EA Sports,EA Tiburon,8.3,2690000,10-08-2010 00:00,,European & African sales,120000
Madden NFL 11,X360,Sports,EA Sports,EA Tiburon,8.3,2690000,10-08-2010 00:00,,Rest of world sales,190000
Madden NFL 11,PS3,Sports,EA Sports,EA Tiburon,8.4,2400000,10-08-2010 00:00,,North American sales,2050000
Madden NFL 11,PS3,Sports,EA Sports,EA Tiburon,8.4,2400000,10-08-2010 00:00,,European & African sales,150000
Madden NFL 11,PS3,Sports,EA Sports,EA Tiburon,8.4,2400000,10-08-2010 00:00,,Rest of world sales,200000
Madden NFL 11,Wii,Sports,EA Sports,EA Tiburon,6.8,730000,10-08-2010 00:00,,North American sales,680000
Madden NFL 11,Wii,Sports,EA Sports,EA Tiburon,6.8,730000,10-08-2010 00:00,,Rest of world sales,50000
Madden NFL 12,X360,Sports,EA Sports,EA Tiburon,7.8,2700000,30-08-2011 00:00,,North American sales,2430000
Madden NFL 12,X360,Sports,EA Sports,EA Tiburon,7.8,2700000,30-08-2011 00:00,,European & African sales,110000
Madden NFL 12,X360,Sports,EA Sports,EA Tiburon,7.8,2700000,30-08-2011 00:00,,Rest of world sales,160000
Madden NFL 12,PS3,Sports,EA Sports,EA Tiburon,7.8,2270000,30-08-2011 00:00,,North American sales,1930000
Madden NFL 12,PS3,Sports,EA Sports,EA Tiburon,7.8,2270000,30-08-2011 00:00,,European & African sales,150000
Madden NFL 12,PS3,Sports,EA Sports,EA Tiburon,7.8,2270000,30-08-2011 00:00,,Rest of world sales,180000
Madden NFL 12,Wii,Sports,EA Sports,EA Tiburon,7,440000,30-08-2011 00:00,,North American sales,410000
Madden NFL 12,Wii,Sports,EA Sports,EA Tiburon,7,440000,30-08-2011 00:00,,Rest of world sales,30000
Madden NFL 13,X360,Sports,EA Sports,EA Tiburon,8,2930000,28-08-2012 00:00,04-01-2018 00:00,North American sales,2530000
Madden NFL 13,X360,Sports,EA Sports,EA Tiburon,8,2930000,28-08-2012 00:00,04-01-2018 00:00,European & African sales,160000
Madden NFL 13,X360,Sports,EA Sports,EA Tiburon,8,2930000,28-08-2012 00:00,04-01-2018 00:00,Rest of world sales,240000
Madden NFL 13,PS3,Sports,EA Sports,EA Tiburon,8.3,2710000,28-08-2012 00:00,04-01-2018 00:00,North American sales,2120000
Madden NFL 13,PS3,Sports,EA Sports,EA Tiburon,8.3,2710000,28-08-2012 00:00,04-01-2018 00:00,European & African sales,240000
Madden NFL 13,PS3,Sports,EA Sports,EA Tiburon,8.3,2710000,28-08-2012 00:00,04-01-2018 00:00,Rest of world sales,360000
Madden NFL 13,PSV,Sports,EA Sports,EA Tiburon,6.2,350000,28-08-2012 00:00,04-01-2018 00:00,North American sales,280000
Madden NFL 13,PSV,Sports,EA Sports,EA Tiburon,6.2,350000,28-08-2012 00:00,04-01-2018 00:00,Rest of world sales,70000
Madden NFL 13,WiiU,Sports,EA Sports,EA Tiburon,7.2,230000,18-11-2012 00:00,04-01-2018 00:00,North American sales,210000
Madden NFL 13,WiiU,Sports,EA Sports,EA Tiburon,7.2,230000,18-11-2012 00:00,04-01-2018 00:00,Rest of world sales,20000
Madden NFL 15,PS4,Sports,EA Sports,EA Tiburon,,2250000,26-08-2014 00:00,04-01-2018 00:00,North American sales,1580000
Madden NFL 15,PS4,Sports,EA Sports,EA Tiburon,,2250000,26-08-2014 00:00,04-01-2018 00:00,European & African sales,250000
Madden NFL 15,PS4,Sports,EA Sports,EA Tiburon,,2250000,26-08-2014 00:00,04-01-2018 00:00,Rest of world sales,410000
Madden NFL 15,X360,Sports,EA Sports,EA Tiburon,,2090000,26-08-2014 00:00,04-01-2018 00:00,North American sales,1800000
Madden NFL 15,X360,Sports,EA Sports,EA Tiburon,,2090000,26-08-2014 00:00,04-01-2018 00:00,European & African sales,60000
Madden NFL 15,X360,Sports,EA Sports,EA Tiburon,,2090000,26-08-2014 00:00,04-01-2018 00:00,Rest of world sales,220000
Madden NFL 15,XOne,Sports,EA Sports,EA Tiburon,,1600000,26-08-2014 00:00,04-01-2018 00:00,North American sales,1340000
Madden NFL 15,XOne,Sports,EA Sports,EA Tiburon,,1600000,26-08-2014 00:00,04-01-2018 00:00,European & African sales,100000
Madden NFL 15,XOne,Sports,EA Sports,EA Tiburon,,1600000,26-08-2014 00:00,04-01-2018 00:00,Rest of world sales,170000
Madden NFL 15,PS3,Sports,EA Sports,EA Tiburon,,1490000,26-08-2014 00:00,04-01-2018 00:00,North American sales,1110000
Madden NFL 15,PS3,Sports,EA Sports,EA Tiburon,,1490000,26-08-2014 00:00,04-01-2018 00:00,European & African sales,110000
Madden NFL 15,PS3,Sports,EA Sports,EA Tiburon,,1490000,26-08-2014 00:00,04-01-2018 00:00,Rest of world sales,280000
Madden NFL 16,PS4,Sports,EA Sports,EA Tiburon,8.2,3300000,25-08-2015 00:00,31-03-2018 00:00,North American sales,2390000
Madden NFL 16,PS4,Sports,EA Sports,EA Tiburon,8.2,3300000,25-08-2015 00:00,31-03-2018 00:00,European & African sales,310000
Madden NFL 16,PS4,Sports,EA Sports,EA Tiburon,8.2,3300000,25-08-2015 00:00,31-03-2018 00:00,Rest of world sales,610000
Madden NFL 16,XOne,Sports,EA Sports,EA Tiburon,8.4,2470000,25-08-2015 00:00,31-03-2018 00:00,North American sales,2130000
Madden NFL 16,XOne,Sports,EA Sports,EA Tiburon,8.4,2470000,25-08-2015 00:00,31-03-2018 00:00,European & African sales,80000
Madden NFL 16,XOne,Sports,EA Sports,EA Tiburon,8.4,2470000,25-08-2015 00:00,31-03-2018 00:00,Rest of world sales,260000
Madden NFL 16,X360,Sports,EA Sports,EA Tiburon,8,1010000,25-08-2015 00:00,31-03-2018 00:00,North American sales,880000
Madden NFL 16,X360,Sports,EA Sports,EA Tiburon,8,1010000,25-08-2015 00:00,31-03-2018 00:00,European & African sales,20000
Madden NFL 16,X360,Sports,EA Sports,EA Tiburon,8,1010000,25-08-2015 00:00,31-03-2018 00:00,Rest of world sales,110000
Madden NFL 16,PS3,Sports,EA Sports,EA Tiburon,8,810000,25-08-2015 00:00,31-03-2018 00:00,North American sales,600000
Madden NFL 16,PS3,Sports,EA Sports,EA Tiburon,8,810000,25-08-2015 00:00,31-03-2018 00:00,European & African sales,70000
Madden NFL 16,PS3,Sports,EA Sports,EA Tiburon,8,810000,25-08-2015 00:00,31-03-2018 00:00,Rest of world sales,150000
Madden NFL 17,PS4,Sports,EA Sports,EA Tiburon,8.5,3280000,23-08-2016 00:00,01-04-2018 00:00,North American sales,2300000
Madden NFL 17,PS4,Sports,EA Sports,EA Tiburon,8.5,3280000,23-08-2016 00:00,01-04-2018 00:00,European & African sales,370000
Madden NFL 17,PS4,Sports,EA Sports,EA Tiburon,8.5,3280000,23-08-2016 00:00,01-04-2018 00:00,Rest of world sales,600000
Madden NFL 17,XOne,Sports,EA Sports,EA Tiburon,8.1,2440000,23-08-2016 00:00,01-04-2018 00:00,North American sales,2140000
Madden NFL 17,XOne,Sports,EA Sports,EA Tiburon,8.1,2440000,23-08-2016 00:00,01-04-2018 00:00,European & African sales,40000
Madden NFL 17,XOne,Sports,EA Sports,EA Tiburon,8.1,2440000,23-08-2016 00:00,01-04-2018 00:00,Rest of world sales,260000
Madden NFL 18,PS4,Sports,EA Sports,EA Tiburon,8.2,2620000,25-08-2017 00:00,03-04-2018 00:00,North American sales,1730000
Madden NFL 18,PS4,Sports,EA Sports,EA Tiburon,8.2,2620000,25-08-2017 00:00,03-04-2018 00:00,European & African sales,420000
Madden NFL 18,PS4,Sports,EA Sports,EA Tiburon,8.2,2620000,25-08-2017 00:00,03-04-2018 00:00,Rest of world sales,470000
Madden NFL 18,XOne,Sports,EA Sports,EA Tiburon,8.8,1910000,25-08-2017 00:00,03-04-2018 00:00,North American sales,1630000
Madden NFL 18,XOne,Sports,EA Sports,EA Tiburon,8.8,1910000,25-08-2017 00:00,03-04-2018 00:00,European & African sales,70000
Madden NFL 18,XOne,Sports,EA Sports,EA Tiburon,8.8,1910000,25-08-2017 00:00,03-04-2018 00:00,Rest of world sales,200000
Madden NFL 19,PS4,Sports,EA Sports,EA Tiburon,,2210000,10-08-2018 00:00,27-02-2018 00:00,North American sales,1630000
Madden NFL 19,PS4,Sports,EA Sports,EA Tiburon,,2210000,10-08-2018 00:00,27-02-2018 00:00,European & African sales,180000
Madden NFL 19,PS4,Sports,EA Sports,EA Tiburon,,2210000,10-08-2018 00:00,27-02-2018 00:00,Rest of world sales,410000
Madden NFL 19,XOne,Sports,EA Sports,EA Tiburon,,1510000,10-08-2018 00:00,27-02-2018 00:00,North American sales,1330000
Madden NFL 19,XOne,Sports,EA Sports,EA Tiburon,,1510000,10-08-2018 00:00,27-02-2018 00:00,European & African sales,20000
Madden NFL 19,XOne,Sports,EA Sports,EA Tiburon,,1510000,10-08-2018 00:00,27-02-2018 00:00,Rest of world sales,160000
Madden NFL 2000,PS,Sports,EA Sports,EA Tiburon,,1750000,31-07-1999 00:00,,North American sales,1680000
Madden NFL 2000,PS,Sports,EA Sports,EA Tiburon,,1750000,31-07-1999 00:00,,European & African sales,40000
Madden NFL 2000,PS,Sports,EA Sports,EA Tiburon,,1750000,31-07-1999 00:00,,Rest of world sales,40000
Madden NFL 2001,PS,Sports,EA Sports,EA Sports,,1670000,22-08-2000 00:00,,North American sales,1580000
Madden NFL 2001,PS,Sports,EA Sports,EA Sports,,1670000,22-08-2000 00:00,,European & African sales,50000
Madden NFL 2001,PS,Sports,EA Sports,EA Sports,,1670000,22-08-2000 00:00,,Rest of world sales,40000
Madden NFL 2001,PS2,Sports,EA Sports,EA Sports,,1500000,23-10-2000 00:00,,North American sales,1190000
Madden NFL 2001,PS2,Sports,EA Sports,EA Sports,,1500000,23-10-2000 00:00,,Japanese sales,50000
Madden NFL 2001,PS2,Sports,EA Sports,EA Sports,,1500000,23-10-2000 00:00,,European & African sales,70000
Madden NFL 2001,PS2,Sports,EA Sports,EA Sports,,1500000,23-10-2000 00:00,,Rest of world sales,200000
Madden NFL 2002,PS2,Sports,EA Sports,EA Sports,,3080000,19-08-2001 00:00,,North American sales,2500000
Madden NFL 2002,PS2,Sports,EA Sports,EA Sports,,3080000,19-08-2001 00:00,,Japanese sales,10000
Madden NFL 2002,PS2,Sports,EA Sports,EA Sports,,3080000,19-08-2001 00:00,,European & African sales,160000
Madden NFL 2002,PS2,Sports,EA Sports,EA Sports,,3080000,19-08-2001 00:00,,Rest of world sales,420000
Madden NFL 2002,PS,Sports,EA Sports,EA Sports,,1390000,13-08-2001 00:00,,North American sales,780000
Madden NFL 2002,PS,Sports,EA Sports,EA Sports,,1390000,13-08-2001 00:00,,European & African sales,530000
Madden NFL 2002,PS,Sports,EA Sports,EA Sports,,1390000,13-08-2001 00:00,,Rest of world sales,90000
Madden NFL 2002,GC,Sports,EA Sports,EA Sports,8.6,610000,17-11-2001 00:00,,North American sales,470000
Madden NFL 2002,GC,Sports,EA Sports,EA Sports,8.6,610000,17-11-2001 00:00,,European & African sales,120000
Madden NFL 2002,GC,Sports,EA Sports,EA Sports,8.6,610000,17-11-2001 00:00,,Rest of world sales,20000
Madden NFL 2003,PS2,Sports,EA Sports,EA Tiburon,9.4,4140000,12-08-2002 00:00,,North American sales,3360000
Madden NFL 2003,PS2,Sports,EA Sports,EA Tiburon,9.4,4140000,12-08-2002 00:00,,Japanese sales,10000
Madden NFL 2003,PS2,Sports,EA Sports,EA Tiburon,9.4,4140000,12-08-2002 00:00,,European & African sales,210000
Madden NFL 2003,PS2,Sports,EA Sports,EA Tiburon,9.4,4140000,12-08-2002 00:00,,Rest of world sales,560000
Madden NFL 2003,GC,Sports,EA Sports,EA Tiburon,9.1,430000,12-08-2002 00:00,,North American sales,330000
Madden NFL 2003,GC,Sports,EA Sports,EA Tiburon,9.1,430000,12-08-2002 00:00,,European & African sales,90000
Madden NFL 2003,GC,Sports,EA Sports,EA Tiburon,9.1,430000,12-08-2002 00:00,,Rest of world sales,10000
Madden NFL 2004,PS2,Sports,EA Sports,EA Tiburon,9.5,5230000,12-08-2003 00:00,,North American sales,4260000
Madden NFL 2004,PS2,Sports,EA Sports,EA Tiburon,9.5,5230000,12-08-2003 00:00,,Japanese sales,10000
Madden NFL 2004,PS2,Sports,EA Sports,EA Tiburon,9.5,5230000,12-08-2003 00:00,,European & African sales,260000
Madden NFL 2004,PS2,Sports,EA Sports,EA Tiburon,9.5,5230000,12-08-2003 00:00,,Rest of world sales,710000
Madden NFL 2004,XB,Sports,EA Sports,EA Tiburon,,1090000,12-08-2003 00:00,,North American sales,1020000
Madden NFL 2004,XB,Sports,EA Sports,EA Tiburon,,1090000,12-08-2003 00:00,,European & African sales,20000
Madden NFL 2004,XB,Sports,EA Sports,EA Tiburon,,1090000,12-08-2003 00:00,,Rest of world sales,50000
Madden NFL 2004,GC,Sports,EA Sports,EA Tiburon,9.2,510000,12-08-2003 00:00,,North American sales,400000
Madden NFL 2004,GC,Sports,EA Sports,EA Tiburon,9.2,510000,12-08-2003 00:00,,European & African sales,100000
Madden NFL 2004,GC,Sports,EA Sports,EA Tiburon,9.2,510000,12-08-2003 00:00,,Rest of world sales,10000
Madden NFL 2005,PS2,Sports,EA Sports,EA Tiburon,9.5,4530000,09-08-2004 00:00,,North American sales,4180000
Madden NFL 2005,PS2,Sports,EA Sports,EA Tiburon,9.5,4530000,09-08-2004 00:00,,Japanese sales,10000
Madden NFL 2005,PS2,Sports,EA Sports,EA Tiburon,9.5,4530000,09-08-2004 00:00,,European & African sales,260000
Madden NFL 2005,PS2,Sports,EA Sports,EA Tiburon,9.5,4530000,09-08-2004 00:00,,Rest of world sales,80000
Madden NFL 2005,XB,Sports,EA Sports,EA Tiburon,,1720000,09-08-2004 00:00,,North American sales,1610000
Madden NFL 2005,XB,Sports,EA Sports,EA Tiburon,,1720000,09-08-2004 00:00,,European & African sales,30000
Madden NFL 2005,XB,Sports,EA Sports,EA Tiburon,,1720000,09-08-2004 00:00,,Rest of world sales,80000
Madden NFL 2005,GC,Sports,EA Sports,EA Tiburon,9.2,700000,09-08-2004 00:00,,North American sales,540000
Madden NFL 2005,GC,Sports,EA Sports,EA Tiburon,9.2,700000,09-08-2004 00:00,,European & African sales,140000
Madden NFL 2005,GC,Sports,EA Sports,EA Tiburon,9.2,700000,09-08-2004 00:00,,Rest of world sales,20000
Madden NFL 25,X360,Sports,EA Sports,EA Tiburon,7.8,2330000,27-08-2013 00:00,06-01-2018 00:00,North American sales,2020000
Madden NFL 25,X360,Sports,EA Sports,EA Tiburon,7.8,2330000,27-08-2013 00:00,06-01-2018 00:00,European & African sales,70000
Madden NFL 25,X360,Sports,EA Sports,EA Tiburon,7.8,2330000,27-08-2013 00:00,06-01-2018 00:00,Rest of world sales,250000
Madden NFL 25,PS4,Sports,EA Sports,EA Tiburon,7.4,960000,15-11-2013 00:00,06-01-2018 00:00,North American sales,640000
Madden NFL 25,PS4,Sports,EA Sports,EA Tiburon,7.4,960000,15-11-2013 00:00,06-01-2018 00:00,European & African sales,150000
Madden NFL 25,PS4,Sports,EA Sports,EA Tiburon,7.4,960000,15-11-2013 00:00,06-01-2018 00:00,Rest of world sales,170000
Madden NFL 25,XOne,Sports,EA Sports,EA Tiburon,7.1,830000,22-11-2013 00:00,06-01-2018 00:00,North American sales,690000
Madden NFL 25,XOne,Sports,EA Sports,EA Tiburon,7.1,830000,22-11-2013 00:00,06-01-2018 00:00,European & African sales,60000
Madden NFL 25,XOne,Sports,EA Sports,EA Tiburon,7.1,830000,22-11-2013 00:00,06-01-2018 00:00,Rest of world sales,90000
Madden NFL 25,PS3,Sports,Electronic Arts,EA Tiburon,7.5,2040000,27-08-2013 00:00,06-01-2018 00:00,North American sales,1620000
Madden NFL 25,PS3,Sports,Electronic Arts,EA Tiburon,7.5,2040000,27-08-2013 00:00,06-01-2018 00:00,European & African sales,30000
Madden NFL 25,PS3,Sports,Electronic Arts,EA Tiburon,7.5,2040000,27-08-2013 00:00,06-01-2018 00:00,Rest of world sales,380000
Madden NFL 97,PS,Sports,EA Sports,EA Tiburon,,1320000,31-08-1996 00:00,,North American sales,730000
Madden NFL 97,PS,Sports,EA Sports,EA Tiburon,,1320000,31-08-1996 00:00,,European & African sales,500000
Madden NFL 97,PS,Sports,EA Sports,EA Tiburon,,1320000,31-08-1996 00:00,,Rest of world sales,90000
Madden NFL 98,PS,Sports,EA Sports,EA Tiburon,,1350000,31-07-1997 00:00,,North American sales,1290000
Madden NFL 98,PS,Sports,EA Sports,EA Tiburon,,1350000,31-07-1997 00:00,,European & African sales,30000
Madden NFL 98,PS,Sports,EA Sports,EA Tiburon,,1350000,31-07-1997 00:00,,Rest of world sales,30000
Madden NFL Football,3DS,Sports,EA Sports,EA Tiburon,4.5,410000,22-03-2011 00:00,,North American sales,370000
Madden NFL Football,3DS,Sports,EA Sports,EA Tiburon,4.5,410000,22-03-2011 00:00,,European & African sales,10000
Madden NFL Football,3DS,Sports,EA Sports,EA Tiburon,4.5,410000,22-03-2011 00:00,,Rest of world sales,30000
MadWorld,Wii,Action,Sega,PlatinumGames,8.1,780000,10-03-2009 00:00,,North American sales,450000
MadWorld,Wii,Action,Sega,PlatinumGames,8.1,780000,10-03-2009 00:00,,Japanese sales,20000
MadWorld,Wii,Action,Sega,PlatinumGames,8.1,780000,10-03-2009 00:00,,European & African sales,240000
MadWorld,Wii,Action,Sega,PlatinumGames,8.1,780000,10-03-2009 00:00,,Rest of world sales,70000
